food,split,shape,asset_path,method,trial_index,seed,success,spill,trajectory_rmse_from_baseline,bias_approach_speed,bias_scoop_depth,bias_tilt_angle,bias_lift_speed,attr_hardness,attr_stickiness,attr_rollability,attr_fragility,mass,static_friction,dynamic_friction,restitution,notes
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,3,431675310,1,0,0.046574058132835286,-0.02265084094475387,-0.0017292382084376934,-0.020306251019580543,-0.08802372903420196,0.2645132437475722,0.49266422431127305,0.22016634208408697,0.5660010697203807,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,4,241030242,1,0,0.054816759610217584,-0.0384044738583677,0.0033573284107641633,-0.010199143836867465,-0.10212399686291487,0.3591312039584329,0.52468122748312,0.2600732429307488,0.6580211355789978,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,5,773338452,1,0,0.03403069999220075,-0.003921087564441821,0.025963305988771748,0.0028521155588884495,-0.06272759694999341,0.39563535848540365,0.4784336916168056,0.27657878907594813,0.4993091559796372,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,6,1034356087,1,1,0.060143361226632726,-0.0477876600538787,-0.018200740440074397,-0.015812900601224533,-0.10772149445274455,0.27417853722350083,0.45155114532240104,0.21273485658405586,0.6933166950104703,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,7,1973840257,1,0,0.029054443636087363,0.01347002957780517,0.03271374290542923,0.0009058404160103324,-0.046088952704976545,0.3796321323582528,0.4609872907070837,0.2579335279120068,0.41791192053969883,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,8,678500147,1,0,0.04270955478806773,-0.007839492294645862,0.04519869933146851,0.005386114337149158,-0.07185425521451524,0.5524273290086699,0.5363086061474905,0.26725064211679983,0.5747717504345664,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,9,1822393017,1,0,0.07537076463745604,-0.0702580615063826,-0.0317544469519468,-0.019738157901065066,-0.12801903633035658,0.3476242379786724,0.36775519135881923,0.10116586133442096,0.8709257330772705,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,10,2075362821,1,0,0.04703595148317686,-0.018665288203606408,0.019636660021836696,-0.01877581518327317,-0.08810789006313652,0.44144814302521057,0.4986947753980927,0.15762552682993425,0.6319094275451944,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,11,1268006448,1,0,0.039276787588505405,-0.005577151446620888,0.03728149773040916,-0.0013688023006517803,-0.06890410627873328,0.5291829177064665,0.47069621011832186,0.19190747537696443,0.586211841893819,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,12,210643427,1,0,0.030998525871202134,0.01690626542442615,0.04414638158227491,0.026224359700198045,-0.030351154272218583,0.49196718374948634,0.37955081024693005,0.28592682644200007,0.43009682344042227,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,13,988350974,1,0,0.032360428054723236,0.0039105297486232374,0.012233543762733778,-0.020262092322034856,-0.060110606338344495,0.32168068694252994,0.40353855554211615,0.12716793412211758,0.49567551306720486,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,14,587462342,1,0,0.0316729500329323,-0.008984115612148303,-0.0061973821810508015,-0.008799581851538205,-0.06177498308508171,0.26021770247065984,0.3252259974986049,0.15830728525914894,0.5253049163529805,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,15,1893321208,1,0,0.0549362199510332,-0.046824967620569584,0.008182260236623294,0.01616051832632424,-0.0977305669798887,0.45455503845476897,0.46586243799822336,0.3189378325976229,0.7089289399579408,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,16,1403247962,1,0,0.04674607533337475,-0.03627500750831083,-0.00012236083839347497,0.00987573936283286,-0.08560000506091577,0.379213020679558,0.4002840515154254,0.26719931421801,0.6535346960543038,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,17,1571346130,1,0,0.04003359758797954,-0.01906517643400169,-0.01065488937014743,-0.012430609002633953,-0.07602123442314697,0.20631945727953002,0.41590365382539907,0.2298648117074339,0.5260561786322052,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,18,2069520666,1,0,0.031165065311046986,0.003005559237742176,0.034251886197668946,0.016910359220667612,-0.049161568729706305,0.4455095761170724,0.43638384985422035,0.2991660435989363,0.4749253078040193,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,19,2011467975,1,0,0.03753661613438761,-0.018176051537528062,0.02118291003381188,0.024615348109109564,-0.06519961896938804,0.4228736630573946,0.43981893096871866,0.355177141570444,0.5468464130414235,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,20,1706869362,0,1,0.04481011971166112,-0.019728010026287587,0.02199575768078494,-0.011354234177246982,-0.0838442660233407,0.5215147059560032,0.4204801367059704,0.1059187603426451,0.6856723557644391,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,21,59780189,1,0,0.05522178057403686,-0.02897577271744777,0.0037064111285723175,-0.03194253712531049,-0.1016076849113258,0.376272068400991,0.4909228080333197,0.10980749499224415,0.6777720498830527,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,22,1125974687,0,0,0.040125257354559164,-0.02449351781740409,-0.010762091823831348,-0.002220785884004643,-0.07562709954533331,0.25176764811018687,0.374641221714797,0.23564812157939932,0.5659614831791036,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,23,1004257438,1,0,0.04315013595858396,-0.02367435292631245,-0.0013392528469946326,-0.008031601204067483,-0.08258911387348918,0.2705616270787013,0.4698258350610341,0.2668313700740988,0.5550671212950157,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,24,950764876,0,0,0.04178643257525511,-0.01608667616378368,-0.00511806378444275,-0.02433852720984343,-0.07814783525998022,0.31185342585993275,0.35905606853261157,0.07879451061839435,0.6076789271189198,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,25,1753617371,0,1,0.05372250930594566,-0.0481357141855338,0.005665821717918327,0.03752951218205456,-0.08824295566217201,0.3981112384572208,0.46630934258755535,0.45819185656677214,0.6414926722747225,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,26,498733671,0,1,0.049125781417373234,-0.024539391850157282,0.031344850177953534,-0.0008170288458234013,-0.08982216139840606,0.5169369873927034,0.545845561871425,0.257894820962562,0.6462237542247216,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,27,1800135697,0,1,0.03229523635383839,-0.014329196974115272,-0.0002652159599579984,0.00800239331705252,-0.06246994989890676,0.27008001414688354,0.38279252510999484,0.2877386714339964,0.5030524387668357,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,28,2101729519,1,0,0.05693896950802249,-0.048567806457814305,-0.031630561264482,-0.007705655732958622,-0.09772145943567014,0.23856411743873301,0.32427365757158505,0.17724495299556958,0.7003534126849643,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,llm_bias,29,933166190,1,0,0.05060571394439629,-0.024706893476313784,-0.009405944372414253,-0.028823480784920624,-0.0933491173817016,0.1960985921291722,0.5183268884332219,0.22251309686234358,0.5511451964625541,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,0,1577691630,1,0,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,1,1540492440,1,0,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,2,260060661,1,0,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,3,1709996749,1,1,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,4,1184901787,1,0,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,5,815221547,1,1,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,6,524671997,1,1,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,7,1952996248,1,0,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,8,393734347,1,0,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,9,910987546,0,1,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,10,91729577,1,0,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,11,217233051,1,0,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,12,1432410914,1,0,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,13,1046120419,1,0,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,14,540838949,0,0,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,15,881351238,1,0,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,16,294678352,1,0,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,17,889734128,1,0,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,18,927503999,1,0,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,19,1000721711,0,1,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,20,1411152518,1,0,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,21,633740357,1,0,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,22,12178595,1,0,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,23,1190886387,1,0,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,24,621430136,1,0,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,25,558311957,1,0,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,26,1076551580,1,0,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,27,749459431,1,0,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,28,472130062,1,0,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
pian,test,sheet,dafan/dafan/food/pian.usd,human_upper_bound,29,110724913,0,1,0.047689516667712234,-0.02040000000000003,0.012400000000000078,-0.009999999999999953,-0.09180000000000005,0.38,0.45,0.2,0.58,0.026,0.75,0.55,0.05,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,0,566090561,0,1,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,1,63824611,0,1,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,2,1538638860,1,1,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,3,1021908455,0,1,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,4,1390587865,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,5,67779246,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,6,748381742,1,1,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,7,1139744790,1,1,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,8,225052083,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,9,544423789,0,1,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,10,1808011838,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,11,488120041,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,12,272979685,0,1,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,13,2045460840,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,14,1925327382,1,1,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,15,1554945552,1,1,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,16,468383404,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,17,1941348507,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,18,951548935,0,1,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,19,186251406,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,20,1295492409,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,21,1967277638,0,1,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,22,133790981,1,1,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,23,261243105,0,0,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,24,2057211631,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,25,1724932977,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,26,1830831254,0,1,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,27,463692519,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,28,2105688676,0,1,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,baseline_grits,29,1905085701,1,0,0.0,0.0,0.0,0.0,0.0,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,random_bias,0,315640205,0,0,0.14831002357144224,0.17567737665435532,-0.07827079931161651,-0.1547331167094396,-0.16447570114577534,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,random_bias,1,1396660850,1,0,0.05641903526875709,-0.052402064519850855,0.0428524162876979,-0.09024499178204848,0.0024424727736993557,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,random_bias,2,1847692041,1,0,0.12989530975603145,-0.17636147686122153,0.08878294416026913,0.15522880441005302,0.06640333254777439,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,random_bias,3,923517027,1,0,0.1143442044788111,-0.030769225666789995,0.17076004967493694,-0.037922028682158104,0.14406445890321964,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,random_bias,4,1712533097,1,0,0.09927762561752317,-0.036964553884942075,-0.17816223071872242,-0.032223837245178466,0.07264745974653589,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,random_bias,5,1607610633,0,0,0.14059490458713653,0.19958070775241496,0.08220125560546973,-0.011322130340794795,-0.1798610931189386,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,random_bias,6,366637148,0,1,0.15280827258689297,-0.17897875525038193,-0.17751164967105432,0.10507023933503493,0.1371784855220526,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,random_bias,7,257616339,0,1,0.09411238734708993,0.03804463640536984,0.02709802215651186,-0.07495576817686977,-0.16621823444399392,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,random_bias,8,1518692176,0,1,0.15757940057875092,0.16438724378310013,0.19409714229498107,-0.03390778346389131,0.1829712152277432,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,random_bias,9,220959215,0,1,0.1116507279138789,0.20609539513704875,0.044180440138857885,-0.06527567829501446,0.034284148091536154,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,random_bias,10,913706213,1,0,0.11273666054563655,-0.15191872262236497,-0.00783666567006902,0.15280093317937912,-0.06594984254267588,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,random_bias,11,1578662692,0,1,0.11586279691027711,-0.16945046204666442,-0.09742998650220036,-0.12048999849574714,-0.031190539212016283,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,random_bias,12,112759345,1,0,0.11971453063281301,0.04795776284334871,0.06944574031951087,0.0851273226564899,-0.20726060033304194,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,random_bias,13,1173687378,0,1,0.12962486503542114,0.08918746006086606,-0.08404673691483955,-0.0704771510180063,-0.2173134526623902,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,random_bias,14,615260464,0,1,0.08806344226361734,0.029181281695005556,-0.04365488864021316,-0.15757515217344178,0.058595685568426065,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,random_bias,15,131671246,0,1,0.09464284464888338,-0.17962661945604408,0.013412383009928946,-0.054474461490465004,-0.020395852103872375,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,random_bias,16,676067682,1,0,0.08440601009360275,-0.057176639310118293,0.09750222580677623,0.12180767278536606,0.029741164910334794,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,random_bias,17,364887703,0,0,0.16061926589839684,0.16867056118807108,-0.15154484250202513,0.1119517868149936,-0.19810450332949886,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,random_bias,18,350389989,1,0,0.06289296232549076,-0.10027474883966367,0.07125302483563492,-0.006308849847961651,-0.025500557852977196,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,random_bias,19,1173242669,0,0,0.1114059795796544,-0.12514965525139138,0.0054323745524860745,-0.06812394358842078,-0.17120850023159057,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
tiao_ying,test,strip,dafan/dafan/food/tiao(ying).usd,random_bias,20,2090071756,0,0,0.13019579113489746,0.011851007145183723,-0.08429546758544718,-0.12297188837888919,0.2131560896612926,0.7,0.15,0.72,0.25,0.045,0.35,0.25,0.18,dry_run
